"Project ID","Project","Project Lead Agency","Project Lead Agency Bureau","Project Category","Project Status","Project Sector","Project Sector Type","Project Location Full Address","Project Location State","Project Location Street Address","Project Location County","Project Location City","Project Location Zipcode","Project Location Latlong","Project Location Latitude","Project Location Longitude"
"101186","BURLINGTON, INTERMODAL INFRASTRUCTURE IMPROVEMENTS (Railyard Enterprise)","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Roads","Burlington, VT, Chittenden","VT","","Chittenden","Burlington","","POINT (-73.217688 44.472834)","44.472834","-73.217688"
"101186","BURLINGTON, INTERMODAL INFRASTRUCTURE IMPROVEMENTS (Railyard Enterprise)","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Roads","Burlington, VT, Chittenden","VT","","Chittenden","Burlington","","POINT (-73.217688 44.472834)","44.472834","-73.217688"
"105696","Lafayette Urban Section","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Lafayette, LA, 70501, Lafayette","LA","","Lafayette","Lafayette","70501","POINT (-92.009585 30.22518)","30.22518","-92.009585"
"105696","Lafayette Urban Section","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Lafayette, LA, 70501, Lafayette","LA","","Lafayette","Lafayette","70501","POINT (-92.009585 30.22518)","30.22518","-92.009585"
"105696","Lafayette Urban Section","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Lafayette, LA, 70501, Lafayette","LA","","Lafayette","Lafayette","70501","POINT (-92.009585 30.22518)","30.22518","-92.009585"
"105696","Lafayette Urban Section","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Lafayette, LA, 70501, Lafayette","LA","","Lafayette","Lafayette","70501","POINT (-92.009585 30.22518)","30.22518","-92.009585"
"105696","Lafayette Urban Section","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Lafayette, LA, 70501, Lafayette","LA","","Lafayette","Lafayette","70501","POINT (-92.009585 30.22518)","30.22518","-92.009585"
"105696","Lafayette Urban Section","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Lafayette, LA, 70501, Lafayette","LA","","Lafayette","Lafayette","70501","POINT (-92.009585 30.22518)","30.22518","-92.009585"
"105696","Lafayette Urban Section","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Lafayette, LA, 70501, Lafayette","LA","","Lafayette","Lafayette","70501","POINT (-92.009585 30.22518)","30.22518","-92.009585"
"105696","Lafayette Urban Section","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Lafayette, LA, 70501, Lafayette","LA","","Lafayette","Lafayette","70501","POINT (-92.009585 30.22518)","30.22518","-92.009585"
"105696","Lafayette Urban Section","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Lafayette, LA, 70501, Lafayette","LA","","Lafayette","Lafayette","70501","POINT (-92.009585 30.22518)","30.22518","-92.009585"
"105696","Lafayette Urban Section","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Lafayette, LA, 70501, Lafayette","LA","","Lafayette","Lafayette","70501","POINT (-92.009585 30.22518)","30.22518","-92.009585"
"105696","Lafayette Urban Section","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Lafayette, LA, 70501, Lafayette","LA","","Lafayette","Lafayette","70501","POINT (-92.009585 30.22518)","30.22518","-92.009585"
"105716","SR-262 Mission Boulevard Cross Connector Project","California","CalTrans","DOT Projects","In Progress","Surface Transportation","Highways","111 Grand Ave, Oakland, CA, 94612, Alameda","CA","111 Grand Ave","Alameda","Oakland","94612","POINT (-121.928074 37.490896)","37.490896","-121.928074"
"105716","SR-262 Mission Boulevard Cross Connector Project","California","CalTrans","DOT Projects","In Progress","Surface Transportation","Highways","111 Grand Ave, Oakland, CA, 94612, Alameda","CA","111 Grand Ave","Alameda","Oakland","94612","POINT (-121.928074 37.490896)","37.490896","-121.928074"
"105716","SR-262 Mission Boulevard Cross Connector Project","California","CalTrans","DOT Projects","In Progress","Surface Transportation","Highways","111 Grand Ave, Oakland, CA, 94612, Alameda","CA","111 Grand Ave","Alameda","Oakland","94612","POINT (-121.928074 37.490896)","37.490896","-121.928074"
"105716","SR-262 Mission Boulevard Cross Connector Project","California","CalTrans","DOT Projects","In Progress","Surface Transportation","Highways","111 Grand Ave, Oakland, CA, 94612, Alameda","CA","111 Grand Ave","Alameda","Oakland","94612","POINT (-121.928074 37.490896)","37.490896","-121.928074"
"105716","SR-262 Mission Boulevard Cross Connector Project","California","CalTrans","DOT Projects","In Progress","Surface Transportation","Highways","111 Grand Ave, Oakland, CA, 94612, Alameda","CA","111 Grand Ave","Alameda","Oakland","94612","POINT (-121.928074 37.490896)","37.490896","-121.928074"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"105321","Alaska FiberOptic Project Segment 1","Department of Commerce","National Telecommunications and Information Administration","FAST-41 Covered Projects","Complete","Broadband","Rural Broadband infrastructure","AK","AK","","","","","POINT (-149.72180321 65.87677939)","65.87677939","-149.72180321"
"104771","Cherry Capital Airport Runway 10 ILS Installation","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","727 Fly Don't Dr, Traverse City, MI, 49686","MI","727 Fly Don't Dr","","Traverse City","49686","POINT (-85.5796013 44.7369969)","44.7369969","-85.5796013"
"104771","Cherry Capital Airport Runway 10 ILS Installation","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","727 Fly Don't Dr, Traverse City, MI, 49686","MI","727 Fly Don't Dr","","Traverse City","49686","POINT (-85.5796013 44.7369969)","44.7369969","-85.5796013"
"104771","Cherry Capital Airport Runway 10 ILS Installation","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","727 Fly Don't Dr, Traverse City, MI, 49686","MI","727 Fly Don't Dr","","Traverse City","49686","POINT (-85.5796013 44.7369969)","44.7369969","-85.5796013"
"104771","Cherry Capital Airport Runway 10 ILS Installation","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","727 Fly Don't Dr, Traverse City, MI, 49686","MI","727 Fly Don't Dr","","Traverse City","49686","POINT (-85.5796013 44.7369969)","44.7369969","-85.5796013"
"104771","Cherry Capital Airport Runway 10 ILS Installation","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","727 Fly Don't Dr, Traverse City, MI, 49686","MI","727 Fly Don't Dr","","Traverse City","49686","POINT (-85.5796013 44.7369969)","44.7369969","-85.5796013"
"104771","Cherry Capital Airport Runway 10 ILS Installation","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","727 Fly Don't Dr, Traverse City, MI, 49686","MI","727 Fly Don't Dr","","Traverse City","49686","POINT (-85.5796013 44.7369969)","44.7369969","-85.5796013"
"105586","Bob Anthony Parkway","Department of Transportation","Federal Highway Administration","DOT Projects","Planned","Surface Transportation","Surface Transportation","Ridgeland, MS, 39157, Madison","MS","","Madison","Ridgeland","39157","POINT (-90.035289 32.235098)","32.235098","-90.035289"
"105586","Bob Anthony Parkway","Department of Transportation","Federal Highway Administration","DOT Projects","Planned","Surface Transportation","Surface Transportation","Ridgeland, MS, 39157, Madison","MS","","Madison","Ridgeland","39157","POINT (-90.035289 32.235098)","32.235098","-90.035289"
"105586","Bob Anthony Parkway","Department of Transportation","Federal Highway Administration","DOT Projects","Planned","Surface Transportation","Surface Transportation","Ridgeland, MS, 39157, Madison","MS","","Madison","Ridgeland","39157","POINT (-90.035289 32.235098)","32.235098","-90.035289"
"105586","Bob Anthony Parkway","Department of Transportation","Federal Highway Administration","DOT Projects","Planned","Surface Transportation","Surface Transportation","Ridgeland, MS, 39157, Madison","MS","","Madison","Ridgeland","39157","POINT (-90.035289 32.235098)","32.235098","-90.035289"
"105586","Bob Anthony Parkway","Department of Transportation","Federal Highway Administration","DOT Projects","Planned","Surface Transportation","Surface Transportation","Ridgeland, MS, 39157, Madison","MS","","Madison","Ridgeland","39157","POINT (-90.035289 32.235098)","32.235098","-90.035289"
"105851","St. Louis Lambert International Airport for Boeing Site Development, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","10701 Lambert International Blvd., St. Louis, MO, 63145","MO","10701 Lambert International Blvd.","","St. Louis","63145","POINT (-90.3678659 38.7411716)","38.7411716","-90.3678659"
"105851","St. Louis Lambert International Airport for Boeing Site Development, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","10701 Lambert International Blvd., St. Louis, MO, 63145","MO","10701 Lambert International Blvd.","","St. Louis","63145","POINT (-90.3678659 38.7411716)","38.7411716","-90.3678659"
"105851","St. Louis Lambert International Airport for Boeing Site Development, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","10701 Lambert International Blvd., St. Louis, MO, 63145","MO","10701 Lambert International Blvd.","","St. Louis","63145","POINT (-90.3678659 38.7411716)","38.7411716","-90.3678659"
"105851","St. Louis Lambert International Airport for Boeing Site Development, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","10701 Lambert International Blvd., St. Louis, MO, 63145","MO","10701 Lambert International Blvd.","","St. Louis","63145","POINT (-90.3678659 38.7411716)","38.7411716","-90.3678659"
"105851","St. Louis Lambert International Airport for Boeing Site Development, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","10701 Lambert International Blvd., St. Louis, MO, 63145","MO","10701 Lambert International Blvd.","","St. Louis","63145","POINT (-90.3678659 38.7411716)","38.7411716","-90.3678659"
"105851","St. Louis Lambert International Airport for Boeing Site Development, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","10701 Lambert International Blvd., St. Louis, MO, 63145","MO","10701 Lambert International Blvd.","","St. Louis","63145","POINT (-90.3678659 38.7411716)","38.7411716","-90.3678659"
"105851","St. Louis Lambert International Airport for Boeing Site Development, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","10701 Lambert International Blvd., St. Louis, MO, 63145","MO","10701 Lambert International Blvd.","","St. Louis","63145","POINT (-90.3678659 38.7411716)","38.7411716","-90.3678659"
"105851","St. Louis Lambert International Airport for Boeing Site Development, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","10701 Lambert International Blvd., St. Louis, MO, 63145","MO","10701 Lambert International Blvd.","","St. Louis","63145","POINT (-90.3678659 38.7411716)","38.7411716","-90.3678659"
"96256","Lebanon Airport Improvements Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","In Progress","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","1750 W Airway Rd, Lebanon, OR, 97355","OR","1750 W Airway Rd","","Lebanon","97355","POINT (-122.9283158 44.5294607)","44.5294607","-122.9283158"
"96256","Lebanon Airport Improvements Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","In Progress","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","1750 W Airway Rd, Lebanon, OR, 97355","OR","1750 W Airway Rd","","Lebanon","97355","POINT (-122.9283158 44.5294607)","44.5294607","-122.9283158"
"96256","Lebanon Airport Improvements Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","In Progress","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","1750 W Airway Rd, Lebanon, OR, 97355","OR","1750 W Airway Rd","","Lebanon","97355","POINT (-122.9283158 44.5294607)","44.5294607","-122.9283158"
"96256","Lebanon Airport Improvements Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","In Progress","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","1750 W Airway Rd, Lebanon, OR, 97355","OR","1750 W Airway Rd","","Lebanon","97355","POINT (-122.9283158 44.5294607)","44.5294607","-122.9283158"
"96256","Lebanon Airport Improvements Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","In Progress","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","1750 W Airway Rd, Lebanon, OR, 97355","OR","1750 W Airway Rd","","Lebanon","97355","POINT (-122.9283158 44.5294607)","44.5294607","-122.9283158"
"96256","Lebanon Airport Improvements Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","In Progress","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","1750 W Airway Rd, Lebanon, OR, 97355","OR","1750 W Airway Rd","","Lebanon","97355","POINT (-122.9283158 44.5294607)","44.5294607","-122.9283158"
"96256","Lebanon Airport Improvements Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","In Progress","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","1750 W Airway Rd, Lebanon, OR, 97355","OR","1750 W Airway Rd","","Lebanon","97355","POINT (-122.9283158 44.5294607)","44.5294607","-122.9283158"
"96256","Lebanon Airport Improvements Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","In Progress","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","1750 W Airway Rd, Lebanon, OR, 97355","OR","1750 W Airway Rd","","Lebanon","97355","POINT (-122.9283158 44.5294607)","44.5294607","-122.9283158"
"96256","Lebanon Airport Improvements Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","In Progress","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","1750 W Airway Rd, Lebanon, OR, 97355","OR","1750 W Airway Rd","","Lebanon","97355","POINT (-122.9283158 44.5294607)","44.5294607","-122.9283158"
"96256","Lebanon Airport Improvements Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","In Progress","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","1750 W Airway Rd, Lebanon, OR, 97355","OR","1750 W Airway Rd","","Lebanon","97355","POINT (-122.9283158 44.5294607)","44.5294607","-122.9283158"
"96256","Lebanon Airport Improvements Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","In Progress","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","1750 W Airway Rd, Lebanon, OR, 97355","OR","1750 W Airway Rd","","Lebanon","97355","POINT (-122.9283158 44.5294607)","44.5294607","-122.9283158"
"96256","Lebanon Airport Improvements Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","In Progress","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","1750 W Airway Rd, Lebanon, OR, 97355","OR","1750 W Airway Rd","","Lebanon","97355","POINT (-122.9283158 44.5294607)","44.5294607","-122.9283158"
"105886","Bend Municipal Airport ATCT","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","63136 Powell Butte HWY, Bend, OR, 97701","OR","63136 Powell Butte HWY","","Bend","97701","POINT (-121.2026269 44.0931218)","44.0931218","-121.2026269"
"105886","Bend Municipal Airport ATCT","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","63136 Powell Butte HWY, Bend, OR, 97701","OR","63136 Powell Butte HWY","","Bend","97701","POINT (-121.2026269 44.0931218)","44.0931218","-121.2026269"
"105886","Bend Municipal Airport ATCT","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","63136 Powell Butte HWY, Bend, OR, 97701","OR","63136 Powell Butte HWY","","Bend","97701","POINT (-121.2026269 44.0931218)","44.0931218","-121.2026269"
"105886","Bend Municipal Airport ATCT","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","63136 Powell Butte HWY, Bend, OR, 97701","OR","63136 Powell Butte HWY","","Bend","97701","POINT (-121.2026269 44.0931218)","44.0931218","-121.2026269"
"105886","Bend Municipal Airport ATCT","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","63136 Powell Butte HWY, Bend, OR, 97701","OR","63136 Powell Butte HWY","","Bend","97701","POINT (-121.2026269 44.0931218)","44.0931218","-121.2026269"
"105886","Bend Municipal Airport ATCT","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","63136 Powell Butte HWY, Bend, OR, 97701","OR","63136 Powell Butte HWY","","Bend","97701","POINT (-121.2026269 44.0931218)","44.0931218","-121.2026269"
"105886","Bend Municipal Airport ATCT","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","63136 Powell Butte HWY, Bend, OR, 97701","OR","63136 Powell Butte HWY","","Bend","97701","POINT (-121.2026269 44.0931218)","44.0931218","-121.2026269"
"105886","Bend Municipal Airport ATCT","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","63136 Powell Butte HWY, Bend, OR, 97701","OR","63136 Powell Butte HWY","","Bend","97701","POINT (-121.2026269 44.0931218)","44.0931218","-121.2026269"
"105971","Hydaburg Seaplane Base Refurbishment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Hydaburg, AK, 99922","AK","","","Hydaburg","99922","POINT (-132.8275439 55.2074214)","55.2074214","-132.8275439"
"105971","Hydaburg Seaplane Base Refurbishment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Hydaburg, AK, 99922","AK","","","Hydaburg","99922","POINT (-132.8275439 55.2074214)","55.2074214","-132.8275439"
"105971","Hydaburg Seaplane Base Refurbishment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Hydaburg, AK, 99922","AK","","","Hydaburg","99922","POINT (-132.8275439 55.2074214)","55.2074214","-132.8275439"
"105971","Hydaburg Seaplane Base Refurbishment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Hydaburg, AK, 99922","AK","","","Hydaburg","99922","POINT (-132.8275439 55.2074214)","55.2074214","-132.8275439"
"105971","Hydaburg Seaplane Base Refurbishment","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Hydaburg, AK, 99922","AK","","","Hydaburg","99922","POINT (-132.8275439 55.2074214)","55.2074214","-132.8275439"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
